fid,bio_01,bio_02,bio_03,bio_04,bio_05,bio_06,bio_07,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,elevation,X,Y
"503",23.93617,17.85113,56.6923,547.89209,39.10884,7.6211,31.48774,30.45434,18.03556,489.27789,143.60451,3.7914,114.78877,348.41861,14.88048,97,-109.815555,28.005833
"504",14.62704,13.4642,60.70927,269.42853,25.80213,3.62397,22.17817,17.62465,11.72049,425.46326,85.46175,2.52087,89.04438,241.47838,16.72445,2459,-102.575278,22.771667
"505",17.44763,17.92725,61.5714,379.97595,31.66306,2.54686,29.1162,21.62111,13.22146,469.70035,109.3332,3.4704,102.10817,302.13589,15.38582,1747.5,-104.240833,23.843611
"506",22.53243,10.94302,42.01387,544.33264,34.75323,8.70702,26.04621,28.64207,16.89805,594.10962,78.49073,19.55833,40.87023,200.6936,82.32584,15,-97.504167,25.879722
"507",24.04219,9.25356,48.09765,371.60907,32.78974,13.55064,19.2391,27.89321,19.8869,1077.83496,296.5567,12.4643,93.14784,581.45367,59.70851,26,-97.868611,22.255278
"508",23.03105,16.5698,69.16638,204.27286,34.93057,10.97413,23.95644,25.30449,20.60814,701.92712,146.2005,1.52123,104.85496,414.93301,11.00813,1094,-98.605278,18.511389
"509",18.095,17.85155,62.67623,307.01605,32.03175,3.54957,28.48218,21.51917,14.63276,617.31091,165.4603,2.54201,111.90272,407.48499,15.74609,1811.5,-102.748889,21.763333
"510",19.48771,18.93593,62.9489,331.95892,34.28925,4.20781,30.08144,23.18952,15.7442,557.35547,152.993,2.05315,111.33168,368.45996,13.9607,1532,-102.899167,21.9175
"511",21.16928,14.51947,67.52354,158.59929,32.51765,11.01482,21.50283,23.17124,19.48849,879.37372,196.25639,4.33745,103.44895,524.31256,13.65733,1423.5,-100.243055,19.172222
"512",23.44182,14.08287,74.00735,107.92473,32.41685,13.38784,19.02901,24.37893,22.24083,966.98785,208.8344,1.57828,102.4974,545.8703,20.35672,790.5,-96.680833,16.005556
"513",21.28453,13.4672,48.73159,532.66241,34.59365,6.95818,27.63547,27.38129,15.34012,576.4248,151.4305,13.52749,80.84184,277.23291,45.80057,527,-100.308333,25.671111
"514",23.21759,14.41935,65.2023,182.22867,34.95557,12.84078,22.11479,25.6089,21.33768,959.10736,212.0979,3.8958,108.36722,591.08942,13.65181,1056,-100.381944,19.112778
"515",19.44538,19.07115,62.93887,333.11411,34.32891,4.02784,30.30107,23.15856,15.68968,574.12976,158.0815,2.11021,112.20463,381.73627,14.26791,1512,-102.913333,21.864167
"516",21.1044,15.51392,47.69392,635.25293,36.73957,4.21148,32.52809,28.60982,14.48731,455.54922,74.39275,15.65731,57.94019,181.57442,47.75478,445.5,-101.446944,27.878611
"517",26.60357,11.67451,65.47732,134.14639,34.64201,16.81216,17.82985,27.69825,25.14678,1162.23291,296.5885,1.05878,112.33147,719.29272,19.96151,38,-97.559722,16.077778
"518",23.46424,12.58822,53.77039,382.35178,34.58309,11.17202,23.41107,27.39947,18.99913,1361.10925,276.87631,17.71845,89.82446,751.99261,64.3274,392,-99.392222,21.957778
"519",17.50335,15.15966,42.53946,783.83038,35.59484,-0.04187,35.63671,27.23444,9.26859,259.97437,50.85533,6.95607,63.93056,131.96715,27.41108,1133,-106.486944,31.739444
"520",19.6759,14.13606,66.08095,156.55351,30.8885,9.49647,21.39203,21.65017,18.04778,833.08813,178.16071,4.55616,101.63361,491.2988,14.34273,1556,-100.321389,19.224167
"521",22.4649,13.55181,64.56796,162.39461,32.04392,11.05548,20.98844,24.11982,20.71995,879.48224,196.6828,0.59063,103.43321,557.50861,5.33069,838.5,-102.289167,18.356944
"522",21.1044,15.51392,47.69392,635.25293,36.73957,4.21148,32.52809,28.60982,14.48731,455.54922,74.39275,15.65731,57.94019,181.57442,47.75478,445.5,-101.446944,27.878611
"523",21.47524,15.05283,58.56435,347.20667,34.15822,8.45516,25.70306,25.17082,17.42752,478.93411,90.14544,8.47817,71.7765,233.53789,28.33716,993,-99.996667,21.931944
"524",18.3183,13.25109,72.76955,115.02564,27.31442,9.10475,18.20967,19.4738,16.984,1159.22668,254.3042,5.23497,106.89687,711.88892,21.46125,1869.5,-99.264444,17.525556
"525",22.02152,18.98779,55.72874,627.24268,38.63367,4.56185,34.07182,29.62552,15.37551,456.68231,123.6275,2.60816,110.23339,312.0614,16.37333,344.5,-110.540833,29.323056
"526",23.03105,16.5698,69.16638,204.27286,34.93057,10.97413,23.95644,25.30449,20.60814,701.92712,146.2005,1.52123,104.85496,414.93301,11.00813,1094,-98.605278,18.511389
"527",20.02791,16.23841,67.95385,199.9632,31.83093,7.9347,23.89623,22.09716,17.55608,674.9964,141.054,2.17156,91.27792,360.03131,19.51244,1571,-96.72,17.067778
"528",18.77656,18.37321,62.84956,321.00729,33.09785,3.86422,29.23363,22.33714,15.15835,572.88348,150.72141,2.33011,110.64146,375.72009,15.04444,1629.5,-102.718333,21.846111
"529",20.76414,19.2457,62.39138,344.46921,35.62101,4.77428,30.84673,24.55704,16.83686,710.3916,203.78461,2.10619,115.68162,486.0748,10.92951,1241,-103.1175,21.410278
"530",18.18364,17.32465,49.42646,679.49615,35.32987,0.27849,35.05138,26.33574,10.85956,348.34149,77.4452,3.79067,76.61563,176.42998,21.86152,1209,-104.5725,29.156944
"531",21.28453,13.4672,48.73159,532.66241,34.59365,6.95818,27.63547,27.38129,15.34012,576.4248,151.4305,13.52749,80.84184,277.23291,45.80057,527,-100.308333,25.671111
"532",25.6341,13.77877,73.19696,116.87218,34.33945,15.51521,18.82424,26.64977,24.40345,1113.98596,270.03561,2.56362,111.41046,667.33459,14.65831,156,-96.465278,15.744444
"533",20.44304,12.39907,63.14933,227.55623,30.21728,10.58276,19.63452,22.6658,17.82677,1942.5271,363.3855,38.80874,88.04136,1072.63611,139.82043,995,-96.997778,18.896944
"534",23.17472,16.33313,66.24322,218.28073,35.33037,10.67407,24.6563,25.61728,20.56321,843.4599,190.5948,2.94072,110.42744,526.11359,9.73195,1023,-99.161389,18.728333
"535",24.00568,14.47637,65.54842,177.83368,35.77641,13.69141,22.085,26.34461,22.18077,1074.2699,234.10229,3.27646,109.67374,678.59119,12.06135,956,-100.161111,18.798889
"536",22.53243,10.94302,42.01387,544.33264,34.75323,8.70702,26.04621,28.64207,16.89805,594.10962,78.49073,19.55833,40.87023,200.6936,82.32584,15,-97.504167,25.879722
"537",22.97331,14.31972,65.71802,176.27794,34.5901,12.80046,21.78964,25.28307,21.16285,978.20514,221.57339,3.74062,109.04624,608.4397,12.95846,1029.5,-100.385,19.103889
"538",21.15671,16.78902,58.5668,452.08865,36.43277,7.76633,28.66644,27.15077,16.58282,127.46526,26.44661,0.32602,76.88627,63.67944,1.66758,134,-112.895833,27.281944
"539",18.96723,15.48016,64.92642,255.61511,30.86812,7.0255,23.84262,21.60168,15.9791,434.03879,87.85698,5.29791,78.96639,215.17406,19.14594,1420.5,-99.213055,20.977222
"540",22.22491,13.18321,44.81647,615.7019,36.87644,7.46044,29.416,29.28853,15.35954,469.61868,94.2782,17.51197,55.06982,188.37596,57.61057,216,-99.918333,26.625556
"541",23.63475,11.43786,52.33981,383.32547,34.27251,12.41944,21.85307,27.51396,19.18858,1408.672,274.90619,43.00863,66.19543,661.78766,134.27988,204,-98.404444,21.083889
"542",28.09557,11.31153,72.1722,107.62321,35.51994,19.84696,15.67298,29.23848,26.98132,1568.4823,315.34219,2.10666,101.80456,885.89404,21.79712,51.5,-93.755,16.086389
"543",18.27728,16.54966,63.62702,284.17349,31.22048,5.21005,26.01043,21.26146,15.00345,398.28622,69.9268,8.40294,71.14886,193.48618,26.67503,1729.5,-100.736111,21.7975
"544",22.02152,18.98779,55.72874,627.24268,38.63367,4.56185,34.07182,29.62552,15.37551,456.68231,123.6275,2.60816,110.23339,312.0614,16.37333,344.5,-110.540833,29.323056
"545",24.70874,8.99467,52.09129,249.01279,33.31113,16.04401,17.26712,27.27081,21.80194,1667.28638,325.87549,16.98673,76.78099,801.26361,67.21019,59,-95.035555,18.504167
"546",18.76555,18.25187,62.8189,319.93579,33.00999,3.95526,29.05473,22.31186,15.15562,566.5282,148.42641,2.32441,110.24174,370.45013,14.95461,1659.5,-102.702222,21.873889
"547",16.68881,17.24326,63.40559,313.12851,29.99868,2.8035,27.19518,20.12906,13.1471,425.64877,99.10858,3.07882,94.53961,252.01385,17.94282,2006.5,-102.02,22.192778
"548",23.03105,16.5698,69.16638,204.27286,34.93057,10.97413,23.95644,25.30449,20.60814,701.92712,146.2005,1.52123,104.85496,414.93301,11.00813,1094,-98.605278,18.511389
"549",18.72572,13.98489,65.22726,158.82451,29.87505,8.4348,21.44025,20.70683,17.06299,833.98706,167.47729,4.89429,100.09447,487.0087,15.68808,1707.5,-100.268055,19.237222
"550",25.53493,13.85975,72.87249,119.24246,34.3494,15.33022,19.01918,26.58741,24.26915,1104.27148,270.2598,2.60086,111.36539,662.71161,14.82842,152.5,-96.4875,15.783333
"551",25.89964,13.92516,73.93602,109.06154,34.75265,15.91858,18.83407,26.8362,24.70769,1237.11377,281.78259,2.51404,109.51139,725.14532,17.64719,186,-96.229167,15.822778
"552",19.78882,15.61537,61.97628,259.27869,32.68542,7.4897,25.19572,22.69096,16.77444,919.77484,243.6723,2.92924,120.28767,639.26147,11.42685,1552,-103.346111,20.676389
"553",21.28453,13.4672,48.73159,532.66241,34.59365,6.95818,27.63547,27.38129,15.34012,576.4248,151.4305,13.52749,80.84184,277.23291,45.80057,527,-100.308333,25.671111
"554",17.50335,15.15966,42.53946,783.83038,35.59484,-0.04187,35.63671,27.23444,9.26859,259.97437,50.85533,6.95607,63.93056,131.96715,27.41108,1133,-106.486944,31.739444
"555",22.30659,14.69198,67.10482,169.61389,33.95042,12.05634,21.89408,24.47857,20.50122,909.42151,205.6516,4.10545,105.24119,552.40051,14.16942,1201.5,-100.271667,19.175278
"556",23.03105,16.5698,69.16638,204.27286,34.93057,10.97413,23.95644,25.30449,20.60814,701.92712,146.2005,1.52123,104.85496,414.93301,11.00813,1094,-98.605278,18.511389
"557",21.52596,14.83208,67.14465,190.93913,32.73256,10.64282,22.08974,23.75478,19.31752,869.55933,187.05321,3.78302,107.9968,530.28857,13.04268,1301,-98.954722,18.811667
"558",23.03105,16.5698,69.16638,204.27286,34.93057,10.97413,23.95644,25.30449,20.60814,701.92712,146.2005,1.52123,104.85496,414.93301,11.00813,1094,-98.605278,18.511389
"559",25.10638,9.58463,50.57673,253.43124,35.13865,16.18797,18.95068,27.74773,22.0167,2297.88721,467.9978,34.46317,85.44785,1289.22156,124.29923,26,-95.024722,17.431667
"560",25.43329,15.23027,63.44773,203.97372,38.01802,14.01358,24.00444,28.08063,23.34291,1050.79236,257.01459,2.57813,117.15812,702.43927,11.86464,642,-100.336667,18.766667
"561",17.26059,15.87931,49.87473,598.60468,33.01414,1.17575,31.83839,24.4524,10.7838,414.55811,107.3393,4.92303,96.53054,262.82285,25.63744,1428,-106.088889,28.635278
"562",26.2174,16.03703,65.80046,175.23265,38.68299,14.31078,24.37221,28.07818,24.40568,703.41541,166.117,0.83542,108.77906,450.0062,3.51899,490,-101.806111,18.9625
"563",18.77656,18.37321,62.84956,321.00729,33.09785,3.86422,29.23363,22.33714,15.15835,572.88348,150.72141,2.33011,110.64146,375.72009,15.04444,1629.5,-102.718333,21.846111
"564",17.44763,17.92725,61.5714,379.97595,31.66306,2.54686,29.1162,21.62111,13.22146,469.70035,109.3332,3.4704,102.10817,302.13589,15.38582,1747.5,-104.240833,23.843611
"565",25.9731,10.71233,58.76386,230.12463,35.27292,17.04346,18.22946,28.30456,23.1937,2867.09424,451.35489,81.08846,51.09076,1071.38684,314.76239,56.5,-92.952778,17.548056
"566",23.91392,11.53704,52.63349,384.94742,34.5129,12.59332,21.91958,27.88761,19.44564,1716.3761,356.96191,39.88345,72.11987,823.21222,134.99948,170,-98.791667,21.261111
"567",23.03105,16.5698,69.16638,204.27286,34.93057,10.97413,23.95644,25.30449,20.60814,701.92712,146.2005,1.52123,104.85496,414.93301,11.00813,1094,-98.605278,18.511389
"568",23.97026,16.90026,55.91038,561.94171,38.52288,8.29548,30.2274,30.66513,17.96223,395.65839,108.0575,0.78757,107.19814,271.73917,9.02142,38,-109.928333,27.581389
"569",24.50375,13.82989,72.89542,112.38888,33.28333,14.3111,18.97223,25.47264,23.30199,1043.35132,247.0834,2.20801,108.50504,617.6745,15.99353,455,-96.682222,15.883333
"570",19.44538,19.07115,62.93887,333.11411,34.32891,4.02784,30.30107,23.15856,15.68968,574.12976,158.0815,2.11021,112.20463,381.73627,14.26791,1512,-102.913333,21.864167
"571",25.23456,13.95451,72.2568,122.71534,34.17133,14.85895,19.31238,26.33912,23.9096,1050.92249,258.31131,2.7481,110.72407,630.85559,14.07963,224.5,-96.595555,15.834722
"572",20.0152,16.01508,65.57487,263.54047,32.22789,7.8053,24.42259,22.70024,16.91077,488.73315,99.86208,7.30567,78.9519,245.1263,23.33235,1285,-99.181111,20.94
"573",18.79831,13.95349,65.29539,158.04135,29.92556,8.55576,21.3698,20.77551,17.14837,852.45337,171.7261,4.70569,100.3919,498.01279,15.59788,1664,-100.262778,19.212778
"574",20.69032,13.91813,50.58622,518.11182,33.76244,6.24875,27.51369,26.5964,14.89936,311.51965,86.4707,8.37258,79.91867,150.19571,27.81077,717.5,-100.598889,25.811944
"575",22.02152,18.98779,55.72874,627.24268,38.63367,4.56185,34.07182,29.62552,15.37551,456.68231,123.6275,2.60816,110.23339,312.0614,16.37333,344.5,-110.540833,29.323056
"576",23.70628,14.4946,56.72594,414.41003,35.66718,10.11521,25.55197,28.793,19.31088,347.69684,147.27631,0.26207,142.4776,242.20496,2.11888,35.5,-109.708055,23.061389
"577",22.05662,13.6435,46.60961,578.51874,36.24545,6.97358,29.27187,28.67617,15.6257,708.18518,157.8812,18.98686,67.85586,299.53009,67.91584,331.5,-100.001111,25.590278
"578",17.26059,15.87931,49.87473,598.60468,33.01414,1.17575,31.83839,24.4524,10.7838,414.55811,107.3393,4.92303,96.53054,262.82285,25.63744,1428,-106.088889,28.635278
"579",25.3695,12.77158,62.52382,200.19373,35.58463,15.15788,20.42675,27.44122,22.91722,975.46893,226.1427,3.71397,104.64985,570.73413,17.59906,538,-93.116667,16.752778
"580",20.30698,19.39765,62.55982,343.28616,35.26905,4.26249,31.00656,24.09349,16.40208,686.06433,197.2074,2.08389,115.80456,469.61209,11.63046,1316.5,-103.090833,21.470278
"581",18.37966,15.74949,62.46246,292.02325,30.82723,5.6129,25.21433,21.46553,15.15799,435.29861,84.37585,5.97398,69.50533,207.88759,26.36163,1671.5,-100.6775,22.449444
"582",18.27728,16.54966,63.62702,284.17349,31.22048,5.21005,26.01043,21.26146,15.00345,398.28622,69.9268,8.40294,71.14886,193.48618,26.67503,1729.5,-100.736111,21.7975
"583",20.24154,14.41137,67.23785,169.5085,31.35555,9.92213,21.43342,22.29819,18.33828,924.40118,206.22479,5.50077,102.08245,544.159,19.00841,1580,-99.940278,18.770833
"584",21.95663,14.45095,67.68878,160.99007,33.35614,12.00703,21.34911,24.02114,20.27184,941.92902,220.2444,3.85997,106.80425,579.02191,13.01466,1277.5,-100.314444,19.142222
"585",23.12951,11.48397,53.60605,369.35138,33.48881,12.06591,21.4229,26.84159,18.85143,1501.15857,291.56671,41.98106,67.73972,725.31885,138.09157,373.5,-98.529167,21.053056
"586",27.16266,15.3117,63.17542,194.83052,39.33242,15.09562,24.2368,29.27568,25.01841,714.05859,163.1571,0.91533,107.87762,459.86389,3.37887,274.5,-102.112778,18.931389
"587",26.59944,10.97046,57.99152,225.21289,36.70871,17.79135,18.91736,28.82768,23.87278,2090.4834,370.3028,69.6257,53.05319,810.3233,226.67499,23,-91.426389,17.470833
"588",23.55045,14.806,65.06409,188.84488,35.56468,12.80865,22.75603,26.00263,21.55327,936.677,206.46021,4.15662,107.7294,574.82294,14.50133,1139.5,-100.355,19.15
"589",21.28453,13.4672,48.73159,532.66241,34.59365,6.95818,27.63547,27.38129,15.34012,576.4248,151.4305,13.52749,80.84184,277.23291,45.80057,527,-100.308333,25.671111
"590",19.40014,16.97868,64.11092,254.81354,32.54042,6.05713,26.48329,22.22776,16.4959,775.78503,193.3204,2.70448,112.06219,521.0528,12.36377,1571.5,-102.287222,20.043333
"591",23.751,16.6141,65.90742,224.15622,36.15771,10.94948,25.20823,26.25545,21.05416,855.72949,197.71201,2.43093,111.99268,543.90082,7.90584,952.5,-99.221944,18.615278
"592",21.34087,12.41582,61.54753,238.64375,31.47438,11.30164,20.17274,23.70958,18.60854,1893.40015,379.6575,35.02388,91.49036,1061.30225,122.66675,846.5,-96.931667,18.891111
"593",22.16463,11.78983,56.99944,328.61206,32.15839,11.47428,20.68411,25.45847,18.31347,1356.6864,295.44901,26.96053,81.43818,708.84888,86.40279,621,-98.990278,21.386111
"594",20.3989,14.262,66.88992,155.32811,31.66039,10.33879,21.3216,22.36879,18.78197,865.12158,195.4619,4.5548,103.6972,518.12671,13.84455,1488.5,-100.343055,19.199444
"595",18.86265,18.35776,62.85098,321.42181,33.19153,3.98314,29.20839,22.42875,15.23897,567.71533,149.3817,2.31498,110.38751,371.81589,14.92539,1649.5,-102.732222,21.87
"596",23.91392,11.53704,52.63349,384.94742,34.5129,12.59332,21.91958,27.88761,19.44564,1716.3761,356.96191,39.88345,72.11987,823.21222,134.99948,170,-98.791667,21.261111
"597",25.45379,13.90089,73.30403,114.92636,34.29436,15.33103,18.96333,26.45801,24.23488,1150.57117,276.9169,2.3876,110.97285,684.55737,16.11369,205.5,-96.418055,15.786667
"598",21.1044,15.51392,47.69392,635.25293,36.73957,4.21148,32.52809,28.60982,14.48731,455.54922,74.39275,15.65731,57.94019,181.57442,47.75478,445.5,-101.446944,27.878611
"599",22.53243,10.94302,42.01387,544.33264,34.75323,8.70702,26.04621,28.64207,16.89805,594.10962,78.49073,19.55833,40.87023,200.6936,82.32584,15,-97.504167,25.879722
"600",17.81691,14.87584,64.83902,239.73204,29.34104,6.39831,22.94272,20.39399,15.08682,607.55963,139.0654,8.50973,84.38996,327.16147,33.37666,1571.5,-98.678055,20.499444
"601",27.34117,13.06258,72.34106,103.67146,35.9592,17.90227,18.05693,28.4555,26.16062,2997.02612,593.20813,8.31129,90.74013,1534.75269,57.34685,82,-92.422222,15.145833
"602",23.70628,14.4946,56.72594,414.41003,35.66718,10.11521,25.55197,28.793,19.31088,347.69684,147.27631,0.26207,142.4776,242.20496,2.11888,35.5,-109.708055,23.061389
"603",16.11907,13.91858,68.60139,157.10036,26.43467,6.1456,20.28906,17.82998,14.30643,1154.12585,228.32539,8.91975,98.50439,663.03979,32.14536,2156,-99.914444,18.878611
"604",21.1044,15.51392,47.69392,635.25293,36.73957,4.21148,32.52809,28.60982,14.48731,455.54922,74.39275,15.65731,57.94019,181.57442,47.75478,445.5,-101.446944,27.878611
"605",22.49984,15.25575,59.60876,328.61679,35.25311,9.65997,25.59314,25.93199,18.6241,634.25189,151.0323,8.43337,88.69955,344.87497,27.36311,909.5,-99.641667,21.308333
"606",16.70515,17.29438,59.58623,388.73892,30.77853,1.7544,29.02413,21.03075,12.41946,520.58331,126.0712,3.46453,103.3433,337.40967,14.43594,1890.5,-104.669722,24.023611
"607",24.31547,15.87673,69.44688,168.07098,35.07215,12.21046,22.86169,25.99895,22.53351,840.14874,195.1277,0.67805,113.64044,572.05621,5.25629,595,-103.76,19.320278
"608",19.11559,18.67506,54.35396,643.3396,36.52813,2.1699,34.35823,27.10747,12.48864,474.56433,100.3309,5.11514,79.62849,260.03909,27.95961,847.5,-110.856389,30.778056
"609",20.90842,16.71,63.96464,289.14365,33.91775,7.79395,26.1238,23.95373,17.50723,422.85812,74.33888,5.23094,74.55479,206.62018,18.88382,1275.5,-99.741667,21.027778
"610",23.58199,13.09334,54.96469,394.68823,34.84663,11.02526,23.82137,27.55963,18.94783,1177.00159,245.34621,16.53858,88.74722,620.57642,56.27809,260,-99.219444,22.533333
"611",18.84337,14.07118,65.5733,158.72728,30.00259,8.54388,21.45871,20.82104,17.16768,882.62714,177.2041,4.62216,100.37609,513.76062,16.16131,1676,-100.216389,19.176389
"612",20.7002,14.06446,66.96149,153.93149,31.80055,10.79674,21.00381,22.65544,19.11097,917.82251,205.3213,4.01553,104.38992,546.52142,13.01902,1475.5,-100.286667,19.11
"613",23.30769,13.8801,74.51707,102.9599,32.07455,13.44781,18.62674,24.18067,22.18916,998.4433,217.83569,1.54121,102.99682,566.82642,20.7807,765,-96.677778,15.951111
"614",18.77656,18.37321,62.84956,321.00729,33.09785,3.86422,29.23363,22.33714,15.15835,572.88348,150.72141,2.33011,110.64146,375.72009,15.04444,1629.5,-102.718333,21.846111
"615",24.2009,18.01505,59.50029,473.30759,38.36533,8.08808,30.27725,29.59554,19.19092,828.39038,212.31641,4.72345,100.79469,532.47534,29.48715,241,-108.325833,26.708611
"616",23.75502,11.43987,52.19728,386.35547,34.41695,12.50034,21.91661,27.6771,19.26484,1411.96948,276.43951,41.52211,66.44129,657.3609,131.82428,172,-98.42,21.140278
"617",27.15802,12.97834,65.17008,152.18106,36.58594,16.67138,19.91456,28.72624,25.52238,645.3324,143.0213,0.26638,103.07186,405.1246,3.01882,277,-102.013055,18.494444
"618",21.47524,15.05283,58.56435,347.20667,34.15822,8.45516,25.70306,25.17082,17.42752,478.93411,90.14544,8.47817,71.7765,233.53789,28.33716,993,-99.996667,21.931944
"619",23.34215,15.1676,67.74451,162.71919,33.92022,11.53081,22.38941,25.07603,21.51338,1043.11157,233.767,0.83862,110.52671,691.14423,6.4052,730.5,-103.3675,18.756944
"620",25.66138,13.90891,73.26971,114.65221,34.52958,15.54642,18.98316,26.66513,24.43054,1173.16821,273.4772,2.49255,110.48524,691.32269,16.48461,198,-96.37,15.800833
"621",18.27728,16.54966,63.62702,284.17349,31.22048,5.21005,26.01043,21.26146,15.00345,398.28622,69.9268,8.40294,71.14886,193.48618,26.67503,1729.5,-100.736111,21.7975
"622",19.42555,13.97107,66.75384,162.24646,30.25103,9.3218,20.92923,21.39442,17.62278,1046.42029,220.48579,6.27905,103.57765,620.3855,20.33114,1714,-100.009722,18.79
"623",25.21429,11.32757,61.41279,193.26155,33.70204,15.25708,18.44496,26.94334,23.02472,857.23364,133.7804,37.78429,45.63212,320.02701,114.20267,7,-87.700555,21.482778
"624",25.77402,13.43993,64.58958,215.02695,36.24924,15.44104,20.8082,27.98988,23.1897,1011.00482,168.54939,23.83026,69.11722,477.54929,75.63253,12.5,-89.621667,20.967778
"625",21.28453,13.4672,48.73159,532.66241,34.59365,6.95818,27.63547,27.38129,15.34012,576.4248,151.4305,13.52749,80.84184,277.23291,45.80057,527,-100.308333,25.671111
"626",23.91392,11.53704,52.63349,384.94742,34.5129,12.59332,21.91958,27.88761,19.44564,1716.3761,356.96191,39.88345,72.11987,823.21222,134.99948,170,-98.791667,21.261111
"627",17.46087,10.20844,61.58448,208.39217,25.71998,9.14367,16.57631,19.55102,15.03537,1607.27344,278.4519,49.27473,66.50056,724.10577,148.1497,1443.5,-96.9275,19.54
"628",23.48779,12.52497,53.64729,381.67996,34.57558,11.2287,23.34688,27.42121,19.03315,1360.79529,281.66431,17.93525,89.78278,752.12408,64.89609,384.5,-99.391667,21.920278
"629",28.09557,11.31153,72.1722,107.62321,35.51994,19.84696,15.67298,29.23848,26.98132,1568.4823,315.34219,2.10666,101.80456,885.89404,21.79712,51.5,-93.755,16.086389
"630",23.17237,14.94419,62.03473,318.18491,35.1348,11.04476,24.09004,26.41653,19.41041,1078.93579,223.7251,16.10175,80.1491,556.8252,62.29656,687.5,-99.0625,20.876389
"631",22.02152,18.98779,55.72874,627.24268,38.63367,4.56185,34.07182,29.62552,15.37551,456.68231,123.6275,2.60816,110.23339,312.0614,16.37333,344.5,-110.540833,29.323056
"632",23.70628,14.4946,56.72594,414.41003,35.66718,10.11521,25.55197,28.793,19.31088,347.69684,147.27631,0.26207,142.4776,242.20496,2.11888,35.5,-109.708055,23.061389
"633",22.42864,15.60485,64.34387,296.8848,34.55074,10.29847,24.25227,25.43095,18.90398,897.52313,187.0222,12.57108,80.5269,463.44339,49.53046,804,-99.024167,20.828889
"634",21.75923,15.8323,62.72929,299.93738,34.47318,9.2341,25.23908,24.84413,18.19864,690.00525,148.4639,10.03532,84.71616,369.4158,33.88278,1004.5,-99.383333,21.164722
"635",22.89467,13.69479,52.45276,463.93262,35.72358,9.61477,26.10881,28.09914,17.63709,608.02869,130.1992,11.26166,71.83295,262.26358,45.01582,320.5,-99.146111,23.736111
"636",19.22216,14.86542,66.84412,161.21519,30.56213,8.32319,22.23894,20.952,17.40702,1231.30457,278.48221,3.12764,107.03179,762.22113,13.02598,1520.5,-101.725833,19.163889
"637",24.60179,12.04421,52.92228,393.28162,35.31138,12.55308,22.7583,28.60874,20.01316,1209.92725,244.0361,20.32182,82.6332,622.1825,70.75883,80,-99.009722,21.981944
"638",25.03787,13.94258,71.96207,123.19938,33.96787,14.59297,19.3749,26.14936,23.69261,1022.27594,248.4254,2.4985,110.23449,614.86963,13.84375,319,-96.685278,15.877778
"639",18.27728,16.54966,63.62702,284.17349,31.22048,5.21005,26.01043,21.26146,15.00345,398.28622,69.9268,8.40294,71.14886,193.48618,26.67503,1729.5,-100.736111,21.7975
"640",21.01579,15.59199,47.9635,633.17407,36.62774,4.11971,32.50803,28.48165,14.41952,441.49677,70.84305,14.88305,57.2796,175.77052,45.93428,487,-101.514444,27.8775
"641",18.5022,16.91493,63.52644,258.73138,32.04011,5.41351,26.6266,21.42619,15.53845,825.03186,240.06351,1.47638,119.79907,578.63251,12.74344,1816,-102.761111,20.816667
"642",19.46572,14.03183,65.86574,155.96791,30.62534,9.32165,21.30369,21.4316,17.84798,845.49554,180.4776,4.73597,101.89018,500.36139,14.63722,1622.5,-100.334722,19.209722
"643",19.21227,15.18417,67.79724,186.65376,30.39238,7.99594,22.39644,21.23068,16.93317,688.45746,142.0981,2.42002,92.12008,373.46301,20.54305,1672,-96.795833,17.2125
"644",24.12162,14.90454,64.43907,193.91405,36.27868,13.14902,23.12966,26.64438,22.07847,985.99017,223.7382,3.88467,111.21066,621.71912,13.45002,848.5,-100.409444,19.083056
"645",18.27728,16.54966,63.62702,284.17349,31.22048,5.21005,26.01043,21.26146,15.00345,398.28622,69.9268,8.40294,71.14886,193.48618,26.67503,1729.5,-100.736111,21.7975
"646",25.32024,13.97214,72.8313,118.04829,34.27462,15.09037,19.18425,26.36735,24.05968,1127.93323,275.81589,2.39614,110.97066,673.93311,16.23038,227.5,-96.463889,15.827778
"647",20.82526,18.28493,60.01744,399.56689,35.87563,5.4096,30.46603,25.17305,16.27564,513.1972,121.316,3.42323,99.60875,326.14108,15.31028,1415,-104.395555,23.473056
"648",18.77656,18.37321,62.84956,321.00729,33.09785,3.86422,29.23363,22.33714,15.15835,572.88348,150.72141,2.33011,110.64146,375.72009,15.04444,1629.5,-102.718333,21.846111
"649",17.50335,15.15966,42.53946,783.83038,35.59484,-0.04187,35.63671,27.23444,9.26859,259.97437,50.85533,6.95607,63.93056,131.96715,27.41108,1133,-106.486944,31.739444
"650",25.25855,9.96904,51.28028,269.56152,35.28647,15.84618,19.44029,27.99463,22.02873,2102.39258,445.36371,29.46612,90.06413,1178.55603,96.54734,30,-96.123889,18.086111
"651",21.16306,14.58092,66.993,188.28709,32.28416,10.51931,21.76485,23.38165,18.99293,916.2254,195.99451,3.8247,107.89116,560.48602,14.0223,1367.5,-98.970278,18.906389
"652",17.49084,12.36104,63.65615,173.93201,27.36229,7.94383,19.41846,19.46229,15.44859,904.98633,175.4792,7.3603,87.20625,486.62329,51.19974,1694.5,-96.481111,17.299167
