verbatimScientificName,countryCode,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,year
Aedes aegypti,MX,20.96,-89.61,0.0,1980
Aedes aegypti,MX,22.3,-97.85,0.0,1980
Aedes aegypti,MX,21.81,-105.21,0.0,1984
Aedes aegypti,MX,20.98,-89.62,0.0,1980
Aedes aegypti,MX,20.96,-89.61,0.0,1984
