verbatimScientificName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,year
Anopheles albimanus,15.39,-92.17,0.0,2018
Anopheles albimanus,18.41,-92.65,0.0,2015
Anopheles (Nyssorhynchus) albimanus,19.491833,-87.996417,0.0,2016
Anopheles (Nyssorhynchus) albimanus,19.49625,-87.993028,0.0,2016
Anopheles (Nyssorhynchus) albimanus,18.803861,-89.376583,0.0,2016
Anopheles (Nyssorhynchus) albimanus,18.588611,-89.417778,0.0,2016
Anopheles (Nyssorhynchus) albimanus,19.162778,-88.102778,0.0,2016
Anopheles (Nyssorhynchus) albimanus,21.573833,-88.159778,0.0,2016
Anopheles (Nyssorhynchus) albimanus,20.70875,-90.450472,0.0,2016
Anopheles (Nyssorhynchus) albimanus,20.076389,-87.618055,0.0,2016
