verbatimScientificName,countryCode,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,year
Lutzomyia (Tricholateralis) cruciata,MX,18.533333,-90.474722,80,1995
Lutzomyia (Tricholateralis) cruciata,MX,18.533333,-90.474722,80,1994
